num_girls	group_size	possible_to_solve	num_days	num_possible_solutions	num_actual_solutions	total_solve_time	solution_num	day_num	group_num	group	named_group
6	2	True	5	3003	6	0.4148697853088379	4.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	4.0	5.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	4.0	5.0	3.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	5.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0.4148697853088379	5.0	1.0	2.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	5.0	1.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	5.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0.4148697853088379	5.0	2.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	5.0	2.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	5.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	5.0	3.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	5.0	3.0	3.0	('C', 'E')	('Crystal', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	5.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	5.0	4.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0.4148697853088379	5.0	4.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	5.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	5.0	5.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	5.0	5.0	3.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	6.0	1.0	1.0	('A', 'B')	('Abigail', 'Belle')
6	2	True	5	3003	6	0.4148697853088379	6.0	1.0	2.0	('C', 'F')	('Crystal', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	6.0	1.0	3.0	('D', 'E')	('Delilah', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	6.0	2.0	1.0	('A', 'C')	('Abigail', 'Crystal')
6	2	True	5	3003	6	0.4148697853088379	6.0	2.0	2.0	('B', 'E')	('Belle', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	6.0	2.0	3.0	('D', 'F')	('Delilah', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	6.0	3.0	1.0	('A', 'D')	('Abigail', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	6.0	3.0	2.0	('B', 'C')	('Belle', 'Crystal')
6	2	True	5	3003	6	0.4148697853088379	6.0	3.0	3.0	('E', 'F')	('Emma', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	6.0	4.0	1.0	('A', 'E')	('Abigail', 'Emma')
6	2	True	5	3003	6	0.4148697853088379	6.0	4.0	2.0	('B', 'F')	('Belle', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	6.0	4.0	3.0	('C', 'D')	('Crystal', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	6.0	5.0	1.0	('A', 'F')	('Abigail', 'Felicia')
6	2	True	5	3003	6	0.4148697853088379	6.0	5.0	2.0	('B', 'D')	('Belle', 'Delilah')
6	2	True	5	3003	6	0.4148697853088379	6.0	5.0	3.0	('C', 'E')	('Crystal', 'Emma')
6	3	False	0	0	0						
6	4	False	0	0	0						
6	5	False	0	0	0						
6	6	True	1	1	1	0.002998828887939453	1.0	1.0	1.0	('A', 'B', 'C', 'D', 'E', 'F')	('Abigail', 'Belle', 'Crystal', 'Delilah', 'Emma', 'Felicia')
7	2	False	0	0	0						
7	3	False	0	0	0						
7	4	False	0	0	0						
7	5	False	0	0	0						
7	6	False	0	0	0						
7	7	True	1	1	1	0.0019998550415039067	1.0	1.0	1.0	('A', 'B', 'C', 'D', 'E', 'F', 'G')	('Abigail', 'Belle', 'Crystal', 'Delilah', 'Emma', 'Felicia', 'Gabrielle')
